customer_id,event_date,amount,currency
c0004,2026-04-15,106.91,usd
c0073,2026-04-15,115.9,usd
c0012,2026-04-15,94.77,usd
c0021,2026-04-15,108.53,usd
c0017,2026-04-15,96.55,usd
c0023,2026-04-15,88.7,usd
c0074,2026-04-15,91.74,usd
c0007,2026-04-15,92.96,usd
c0050,2026-04-15,98.35,usd
c0006,2026-04-15,87.27,usd
c0070,2026-04-15,95.24,usd
c0022,2026-04-15,90.1,usd
c0041,2026-04-15,107.26,usd
c0025,2026-04-15,113.27,usd
c0043,2026-04-15,109.7,usd
c0047,2026-04-15,114.11,usd
c0067,2026-04-15,107.06,usd
c0030,2026-04-15,93.39,usd
c0059,2026-04-15,89.64,usd
c0061,2026-04-15,99.16,usd
c0029,2026-04-15,116.31,usd
c0052,2026-04-15,90.55,usd
c0080,2026-04-15,114.39,usd
c0001,2026-04-15,89.69,usd
c0008,2026-04-15,104.64,usd
c0031,2026-04-15,97.88,usd
c0020,2026-04-15,94.36,usd
c0057,2026-04-15,101.82,usd
c0056,2026-04-15,97.32,usd
c0053,2026-04-15,103.4,usd
c0034,2026-04-15,92.68,usd
c0013,2026-04-15,86.5,usd
c0077,2026-04-15,104.85,usd
c0071,2026-04-15,100.12,usd
c0079,2026-04-15,102.73,usd
c0019,2026-04-15,112.11,usd
c0010,2026-05-15,108.91,usd
c0052,2026-05-15,91.6,usd
c0006,2026-05-15,88.28,usd
c0076,2026-05-15,113.23,usd
c0077,2026-05-15,106.06,usd
c0030,2026-05-15,94.47,usd
c0067,2026-05-15,108.3,usd
c0020,2026-05-15,95.45,usd
c0069,2026-05-15,107.05,usd
c0005,2026-05-15,89.98,usd
c0004,2026-05-15,108.15,usd
c0009,2026-05-15,93.42,usd
c0041,2026-05-15,108.5,usd
c0007,2026-05-15,94.03,usd
c0070,2026-05-15,96.34,usd
c0018,2026-05-15,99.0,usd
c0038,2026-05-15,109.76,usd
c0034,2026-05-15,93.75,usd
c0022,2026-05-15,91.14,usd
c0046,2026-05-15,95.55,usd
c0060,2026-05-15,92.23,usd
c0049,2026-05-15,93.85,usd
c0078,2026-05-15,98.82,usd
c0026,2026-05-15,105.09,usd
c0061,2026-05-15,100.31,usd
c0031,2026-05-15,99.01,usd
c0024,2026-05-15,112.85,usd
c0080,2026-05-15,115.72,usd
c0055,2026-05-15,114.96,usd
c0075,2026-05-15,114.12,usd
c0071,2026-05-15,101.28,usd
c0051,2026-05-15,101.44,usd
c0048,2026-05-15,114.3,usd
c0045,2026-05-15,112.1,usd
c0035,2026-05-15,108.92,usd
c0040,2026-05-15,117.79,usd
c0008,2026-05-15,105.85,usd
c0028,2026-05-15,94.32,usd
c0015,2026-05-15,97.78,usd
c0062,2026-05-15,99.15,usd
c0033,2026-05-15,92.31,usd
c0029,2026-05-15,117.65,usd
c0065,2026-05-15,113.82,usd
c0053,2026-05-15,104.59,usd
c0074,2026-05-15,92.8,usd
c0023,2026-05-15,89.73,usd
c0050,2026-05-15,99.49,usd
c0068,2026-05-15,110.43,usd
c0059,2026-05-15,90.68,usd
c0043,2026-05-15,110.97,usd
c0013,2026-05-15,87.5,usd
c0058,2026-05-15,110.58,usd
c0032,2026-05-15,106.88,usd
c0037,2026-05-15,106.86,usd
c0012,2026-05-15,95.87,usd
c0025,2026-05-15,114.58,usd
c0036,2026-05-15,107.27,usd
c0066,2026-05-15,108.26,usd
c0019,2026-05-15,113.41,usd
c0044,2026-05-15,94.36,usd
c0073,2026-05-15,117.24,usd
c0011,2026-05-15,94.09,usd
c0003,2026-05-15,91.6,usd
c0027,2026-05-15,89.44,usd
c0056,2026-05-15,98.45,usd
c0039,2026-05-15,101.54,usd
c0072,2026-05-15,114.28,usd
c0046,2026-06-15,96.64,usd
c0009,2026-06-15,94.49,usd
c0056,2026-06-15,99.58,usd
c0071,2026-06-15,102.44,usd
c0059,2026-06-15,91.72,usd
c0074,2026-06-15,93.87,usd
c0044,2026-06-15,95.44,usd
c0033,2026-06-15,93.37,usd
c0066,2026-06-15,109.5,usd
c0050,2026-06-15,100.63,usd
c0051,2026-06-15,102.6,usd
c0006,2026-06-15,89.29,usd
c0054,2026-06-15,111.58,usd
c0004,2026-06-15,109.39,usd
c0014,2026-06-15,93.27,usd
c0001,2026-06-15,91.77,usd
c0034,2026-06-15,94.83,usd
c0061,2026-06-15,101.45,usd
c0062,2026-06-15,100.29,usd
c0070,2026-06-15,97.44,usd
c0031,2026-06-15,100.14,usd
c0047,2026-06-15,116.75,usd
c0035,2026-06-15,110.17,usd
c0065,2026-06-15,115.12,usd
c0053,2026-06-15,105.79,usd
c0021,2026-06-15,111.04,usd
c0037,2026-06-15,108.09,usd
c0028,2026-06-15,95.4,usd
c0015,2026-06-15,98.9,usd
c0016,2026-06-15,95.01,usd
c0064,2026-06-15,96.13,usd
c0073,2026-06-15,118.59,usd
c0023,2026-06-15,90.75,usd
c0029,2026-06-15,119.0,usd
c0063,2026-06-15,119.34,usd
c0003,2026-06-15,92.65,usd
c0036,2026-06-15,108.49,usd
c0024,2026-06-15,114.15,usd
c0048,2026-06-15,115.61,usd
c0039,2026-06-15,102.7,usd
c0022,2026-06-15,92.19,usd
c0075,2026-06-15,115.43,usd
c0068,2026-06-15,111.7,usd
c0013,2026-06-15,88.5,usd
c0080,2026-06-15,117.04,usd
c0045,2026-06-15,113.39,usd
c0079,2026-06-15,105.11,usd
c0040,2026-06-15,119.14,usd
c0007,2026-06-15,95.11,usd
c0012,2026-06-15,96.97,usd
c0019,2026-06-15,114.71,usd
c0038,2026-06-15,111.02,usd
c0017,2026-06-15,98.79,usd
c0018,2026-06-15,100.14,usd
c0077,2026-06-15,107.28,usd
c0067,2026-06-15,109.54,usd
c0055,2026-06-15,116.28,usd
c0008,2026-06-15,107.06,usd
c0011,2026-06-15,95.17,usd
c0032,2026-06-15,108.11,usd
c0041,2026-06-15,109.74,usd
c0025,2026-06-15,115.89,usd
c0072,2026-06-15,115.59,usd
c0060,2026-06-15,93.28,usd
c0010,2026-06-15,110.15,usd
c0052,2026-06-15,92.65,usd
c0071,2026-07-15,103.6,usd
c0041,2026-07-15,110.99,usd
c0017,2026-07-15,99.91,usd
c0072,2026-07-15,116.9,usd
c0069,2026-07-15,109.5,usd
c0039,2026-07-15,103.87,usd
c0065,2026-07-15,116.43,usd
c0025,2026-07-15,117.2,usd
c0056,2026-07-15,100.71,usd
c0022,2026-07-15,93.23,usd
c0020,2026-07-15,97.63,usd
c0014,2026-07-15,94.33,usd
c0064,2026-07-15,97.22,usd
c0029,2026-07-15,120.35,usd
c0028,2026-07-15,96.48,usd
c0070,2026-07-15,98.55,usd
c0061,2026-07-15,102.6,usd
c0076,2026-07-15,115.82,usd
c0002,2026-07-15,97.97,usd
c0005,2026-07-15,92.04,usd
c0066,2026-07-15,110.74,usd
c0068,2026-07-15,112.96,usd
c0009,2026-07-15,95.56,usd
c0032,2026-07-15,109.33,usd
c0044,2026-07-15,96.52,usd
c0011,2026-07-15,96.25,usd
c0058,2026-07-15,113.12,usd
c0004,2026-07-15,110.63,usd
c0045,2026-07-15,114.67,usd
c0036,2026-07-15,109.72,usd
c0019,2026-07-15,116.01,usd
c0080,2026-07-15,118.37,usd
c0052,2026-07-15,93.7,usd
c0049,2026-07-15,96.0,usd
c0007,2026-07-15,96.19,usd
c0016,2026-07-15,96.08,usd
c0018,2026-07-15,101.27,usd
c0078,2026-07-15,101.08,usd
c0042,2026-07-15,110.87,usd
c0001,2026-07-15,92.81,usd
c0037,2026-07-15,109.31,usd
c0050,2026-07-15,101.77,usd
c0054,2026-07-15,112.84,usd
c0023,2026-07-15,91.78,usd
c0060,2026-07-15,94.34,usd
c0012,2026-07-15,98.07,usd
c0013,2026-07-15,89.5,usd
c0026,2026-07-15,107.49,usd
c0077,2026-07-15,108.49,usd
c0079,2026-07-15,106.3,usd
c0035,2026-07-15,111.42,usd
c0053,2026-07-15,106.99,usd
c0010,2026-07-15,111.4,usd
c0075,2026-07-15,116.73,usd
c0051,2026-07-15,103.76,usd
c0027,2026-07-15,91.49,usd
c0048,2026-07-15,116.92,usd
c0040,2026-07-15,120.48,usd
c0067,2026-07-15,110.78,usd
c0047,2026-07-15,118.08,usd
c0008,2026-07-15,108.27,usd
c0059,2026-07-15,92.75,usd
c0055,2026-07-15,117.59,usd
c0024,2026-07-15,115.44,usd
c0009,2026-08-15,96.63,usd
c0045,2026-08-15,115.95,usd
c0053,2026-08-15,108.19,usd
c0015,2026-08-15,101.14,usd
c0042,2026-08-15,112.12,usd
c0071,2026-08-15,104.76,usd
c0066,2026-08-15,111.98,usd
c0007,2026-08-15,97.27,usd
c0006,2026-08-15,91.31,usd
c0036,2026-08-15,110.95,usd
c0020,2026-08-15,98.73,usd
c0059,2026-08-15,93.79,usd
c0072,2026-08-15,118.21,usd
c0065,2026-08-15,117.73,usd
c0029,2026-08-15,121.7,usd
c0037,2026-08-15,110.53,usd
c0048,2026-08-15,118.23,usd
c0026,2026-08-15,108.7,usd
c0002,2026-08-15,99.06,usd
c0016,2026-08-15,97.16,usd
c0047,2026-08-15,119.4,usd
c0080,2026-08-15,119.69,usd
c0073,2026-08-15,121.27,usd
c0028,2026-08-15,97.56,usd
c0060,2026-08-15,95.4,usd
c0025,2026-08-15,118.52,usd
c0021,2026-08-15,113.55,usd
c0050,2026-08-15,102.91,usd
c0023,2026-08-15,92.81,usd
c0018,2026-08-15,102.41,usd
c0076,2026-08-15,117.12,usd
c0063,2026-08-15,122.04,usd
c0040,2026-08-15,121.83,usd
c0064,2026-08-15,98.31,usd
c0004,2026-08-15,111.86,usd
c0043,2026-08-15,114.78,usd
c0027,2026-08-15,92.51,usd
c0035,2026-08-15,112.66,usd
c0056,2026-08-15,101.83,usd
c0014,2026-08-15,95.39,usd
c0005,2026-08-15,93.07,usd
c0067,2026-08-15,112.02,usd
c0017,2026-08-15,101.02,usd
c0079,2026-08-15,107.49,usd
c0039,2026-08-15,105.03,usd
c0054,2026-08-15,114.1,usd
c0069,2026-08-15,110.72,usd
c0032,2026-08-15,110.56,usd
c0077,2026-08-15,109.7,usd
c0011,2026-08-15,97.32,usd
c0034,2026-08-15,96.97,usd
c0019,2026-08-15,117.31,usd
c0041,2026-08-15,112.23,usd
c0070,2026-08-15,99.65,usd
c0061,2026-08-15,103.75,usd
c0052,2026-08-15,94.75,usd
c0055,2026-08-15,118.91,usd
c0049,2026-08-15,97.07,usd
c0013,2026-08-15,90.5,usd
c0030,2026-08-15,97.72,usd
c0051,2026-08-15,104.92,usd
c0001,2026-08-15,93.85,usd
c0044,2026-08-15,97.6,usd
c0078,2026-08-15,102.21,usd
c0064,2026-09-15,99.4,usd
c0035,2026-09-15,113.91,usd
c0047,2026-09-15,120.72,usd
c0032,2026-09-15,111.78,usd
c0061,2026-09-15,104.9,usd
c0043,2026-09-15,116.05,usd
c0011,2026-09-15,98.4,usd
c0069,2026-09-15,111.95,usd
c0041,2026-09-15,113.47,usd
c0029,2026-09-15,123.04,usd
c0074,2026-09-15,97.05,usd
c0020,2026-09-15,99.82,usd
c0045,2026-09-15,117.24,usd
c0013,2026-09-15,91.51,usd
c0068,2026-09-15,115.49,usd
c0072,2026-09-15,119.52,usd
c0071,2026-09-15,105.92,usd
c0067,2026-09-15,113.26,usd
c0005,2026-09-15,94.1,usd
c0056,2026-09-15,102.96,usd
c0022,2026-09-15,95.32,usd
c0039,2026-09-15,106.19,usd
c0058,2026-09-15,115.65,usd
c0059,2026-09-15,94.83,usd
c0028,2026-09-15,98.64,usd
c0065,2026-09-15,119.03,usd
c0006,2026-09-15,92.32,usd
c0062,2026-09-15,103.69,usd
c0066,2026-09-15,113.22,usd
c0057,2026-09-15,107.71,usd
c0060,2026-09-15,96.45,usd
c0052,2026-09-15,95.8,usd
c0042,2026-09-15,113.36,usd
c0076,2026-09-15,118.42,usd
c0001,2026-09-15,94.88,usd
c0015,2026-09-15,102.26,usd
c0050,2026-09-15,104.05,usd
c0018,2026-09-15,103.54,usd
c0078,2026-09-15,103.35,usd
c0007,2026-09-15,98.34,usd
c0063,2026-09-15,123.39,usd
c0080,2026-09-15,121.02,usd
c0075,2026-09-15,119.35,usd
c0030,2026-09-15,98.8,usd
c0009,2026-09-15,97.7,usd
c0038,2026-09-15,114.79,usd
c0014,2026-09-15,96.44,usd
c0008,2026-09-15,110.7,usd
c0027,2026-09-15,93.54,usd
c0044,2026-09-15,98.68,usd
c0073,2026-09-15,122.61,usd
c0051,2026-09-15,106.08,usd
c0023,2026-09-15,93.84,usd
c0077,2026-09-15,110.92,usd
c0004,2026-09-15,113.1,usd
c0021,2026-09-15,114.81,usd
c0079,2026-09-15,108.68,usd
c0016,2026-09-15,98.23,usd
c0034,2026-09-15,98.05,usd
c0017,2026-09-15,102.14,usd
c0024,2026-09-15,118.02,usd
c0053,2026-09-15,109.39,usd
c0048,2026-09-15,119.54,usd
c0025,2026-09-15,119.83,usd
c0032,2026-10-15,113.0,usd
c0065,2026-10-15,120.34,usd
c0071,2026-10-15,107.08,usd
c0021,2026-10-15,116.07,usd
c0080,2026-10-15,122.34,usd
c0030,2026-10-15,99.88,usd
c0078,2026-10-15,104.48,usd
c0033,2026-10-15,97.59,usd
c0051,2026-10-15,107.24,usd
c0074,2026-10-15,98.12,usd
c0060,2026-10-15,97.51,usd
c0068,2026-10-15,116.76,usd
c0044,2026-10-15,99.76,usd
c0047,2026-10-15,122.04,usd
c0050,2026-10-15,105.18,usd
c0036,2026-10-15,113.41,usd
c0052,2026-10-15,96.84,usd
c0045,2026-10-15,118.52,usd
c0001,2026-10-15,95.92,usd
c0055,2026-10-15,121.54,usd
c0008,2026-10-15,111.91,usd
c0002,2026-10-15,101.26,usd
c0035,2026-10-15,115.16,usd
c0017,2026-10-15,103.26,usd
c0003,2026-10-15,96.84,usd
c0031,2026-10-15,104.68,usd
c0069,2026-10-15,113.18,usd
c0053,2026-10-15,110.58,usd
c0012,2026-10-15,101.36,usd
c0023,2026-10-15,94.86,usd
c0040,2026-10-15,124.53,usd
c0020,2026-10-15,100.91,usd
c0024,2026-10-15,119.31,usd
c0029,2026-10-15,124.39,usd
c0042,2026-10-15,114.6,usd
c0013,2026-10-15,92.51,usd
c0059,2026-10-15,95.87,usd
c0067,2026-10-15,114.5,usd
c0011,2026-10-15,99.48,usd
c0061,2026-10-15,106.05,usd
c0062,2026-10-15,104.83,usd
c0004,2026-10-15,114.34,usd
c0007,2026-10-15,99.42,usd
c0038,2026-10-15,116.05,usd
c0064,2026-10-15,100.49,usd
c0075,2026-10-15,120.65,usd
c0054,2026-10-15,116.63,usd
c0028,2026-10-15,99.72,usd
c0027,2026-10-15,94.56,usd
c0058,2026-10-15,116.92,usd
c0037,2026-10-15,112.98,usd
c0079,2026-10-15,109.87,usd
c0039,2026-10-15,107.35,usd
c0016,2026-10-15,99.31,usd
c0018,2026-10-15,104.67,usd
c0025,2026-10-15,121.14,usd
c0006,2026-10-15,93.33,usd
c0019,2026-10-15,119.9,usd
c0043,2026-10-15,117.32,usd
c0015,2026-10-15,103.38,usd
c0076,2026-10-15,119.71,usd
c0073,2026-10-15,123.96,usd
c0057,2026-10-15,108.89,usd
c0155,2026-02-15,100.45,usd
c0162,2026-02-15,82.82,usd
c0143,2026-02-15,82.43,usd
c0102,2026-02-15,98.63,usd
c0166,2026-02-15,83.65,usd
c0117,2026-02-15,98.71,usd
c0125,2026-02-15,93.9,usd
c0126,2026-02-15,103.03,usd
c0114,2026-02-15,89.54,usd
c0085,2026-02-15,94.93,usd
c0093,2026-02-15,101.78,usd
c0118,2026-02-15,88.29,usd
c0165,2026-02-15,103.22,usd
c0154,2026-02-15,90.69,usd
c0152,2026-02-15,99.79,usd
c0107,2026-02-15,77.66,usd
c0149,2026-02-15,81.71,usd
c0159,2026-02-15,92.78,usd
c0141,2026-02-15,100.25,usd
c0112,2026-02-15,93.15,usd
c0158,2026-02-15,85.42,usd
c0121,2026-02-15,104.25,usd
c0123,2026-02-15,88.51,usd
c0092,2026-02-15,93.19,usd
c0089,2026-02-15,96.07,usd
c0111,2026-02-15,103.54,usd
c0130,2026-02-15,92.67,usd
c0133,2026-02-15,97.98,usd
c0122,2026-02-15,86.35,usd
c0132,2026-02-15,78.25,usd
c0142,2026-02-15,95.56,usd
c0088,2026-02-15,100.02,usd
c0098,2026-02-15,85.75,usd
c0144,2026-02-15,98.76,usd
c0161,2026-02-15,93.83,usd
c0081,2026-02-15,89.36,usd
c0131,2026-02-15,78.69,usd
c0109,2026-02-15,97.17,usd
c0105,2026-02-15,80.42,usd
c0096,2026-02-15,83.17,usd
c0134,2026-02-15,85.25,usd
c0101,2026-02-15,85.39,usd
c0106,2026-02-15,101.32,usd
c0137,2026-02-15,92.43,usd
c0099,2026-02-15,93.61,usd
c0146,2026-02-15,97.13,usd
c0136,2026-02-15,97.24,usd
c0103,2026-02-15,94.81,usd
c0082,2026-02-15,104.17,usd
c0120,2026-02-15,86.09,usd
c0129,2026-02-15,78.81,usd
c0113,2026-02-15,95.6,usd
c0145,2026-02-15,101.44,usd
c0127,2026-02-15,101.03,usd
c0167,2026-02-15,79.18,usd
c0156,2026-02-15,88.42,usd
c0084,2026-02-15,104.57,usd
c0086,2026-02-15,80.07,usd
c0090,2026-02-15,88.83,usd
c0110,2026-02-15,91.19,usd
c0151,2026-02-15,94.72,usd
c0164,2026-02-15,83.48,usd
c0150,2026-02-15,98.36,usd
c0100,2026-02-15,92.41,usd
c0087,2026-02-15,99.57,usd
c0160,2026-02-15,81.32,usd
c0135,2026-02-15,79.32,usd
c0104,2026-02-15,101.51,usd
c0138,2026-02-15,99.87,usd
c0119,2026-02-15,94.82,usd
c0147,2026-02-15,94.11,usd
c0140,2026-02-15,102.65,usd
c0139,2026-02-15,79.52,usd
c0083,2026-02-15,92.08,usd
c0095,2026-02-15,90.16,usd
c0124,2026-02-15,93.52,usd
c0097,2026-02-15,78.81,usd
c0153,2026-02-15,88.53,usd
c0168,2026-02-15,83.03,usd
c0091,2026-02-15,101.36,usd
c0094,2026-02-15,83.49,usd
c0115,2026-02-15,77.81,usd
c0148,2026-02-15,97.2,usd
c0128,2026-02-15,99.41,usd
c0108,2026-02-15,81.63,usd
c0116,2026-02-15,96.13,usd
c0163,2026-02-15,99.73,usd
c0157,2026-02-15,104.21,usd
c0104,2026-03-15,102.83,usd
c0086,2026-03-15,81.11,usd
c0083,2026-03-15,93.28,usd
c0109,2026-03-15,98.43,usd
c0099,2026-03-15,94.83,usd
c0112,2026-03-15,94.36,usd
